state,district,block,panchayat,sa_start_date,sa_end_date,gram_sabha_date,public_hearing_date,sa_period_from,sa_period_to,wage_exp,material_exp,total_exp,wage_given,material_given,total_given,total_works,total_households,works_verified,households_verified,gram_sabha_participants,printing_expense,videography_expense,tea_expense,vrp_training_expense,vrp_travel_expense,photocopying_expense,other_expense,vrp_honorarium_expense,stationary_expense,publicity_expense,mic_expense,photography_expense,shamiana_expense,total_expense,job_cards_with_people,job_cards_updated,job_cards_renewed,demand_registration_process,unmet_demand,payment_agency_problems,source_file,original_word,transliteration
RAJASTHAN,ALWAR,NEEMRANA,गिगलाना,22/12/2019,25/12/2019,26/12/2019,26/12/2019,01/04/2019,30/09/2019,195278.0,0.0,195278.0,0.0,0.0,0.0,13.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Greater than 75%,Yes,Yes,Yes,"No, people get work when they want it",No,27_2706_2706011_2706008252_2019-2020_12_26_2019_12_00_00_AM_0.html.gz,गिगलाना,gigalana
RAJASTHAN,ALWAR,BAHROD,गादोज,28/07/2019,31/07/2019,01/08/2019,01/08/2019,01/10/2018,31/03/2019,216023.0,0.0,216023.0,0.0,0.0,0.0,4.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Greater than 75%,Yes,Yes,Yes,"No, people get work when they want it",No,27_2706_2706002_2706002043_2018-2019_8_1_2019_12_00_00_AM_0.html.gz,गादोज,gadoj
RAJASTHAN,ALWAR,NEEMRANA,जोनायचा खुर्द,18/08/2019,21/08/2019,22/08/2019,22/08/2019,01/10/2018,31/03/2019,237339.0,0.0,237339.0,0.0,0.0,0.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Greater than 75%,Yes,Yes,Yes,"No, people get work when they want it",No,27_2706_2706008_2706008256_2018-2019_8_22_2019_12_00_00_AM_0.html.gz,जोनायचा खुर्द,jonaycha khurd
RAJASTHAN,BARMER,Gadraroad,खुडाणी,25/02/2020,01/03/2020,01/03/2020,01/03/2020,01/04/2019,30/09/2019,2861610.0,316206.0,3177816.0,16.0,4.0,20.0,184.0,442.0,41.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1125.0,0.0,0.0,0.0,0.0,0.0,1125.0,Between 50% and 75%,Yes,Yes,Yes,"Yes, Some Demand",No,27_2717_2717015_2717007346_2019-2020_3_1_2020_12_00_00_AM_0.html.gz,खुडाणी,khudani
RAJASTHAN,BARMER,BALOTARA,सिणली जागीर,21/10/2024,25/10/2024,26/10/2024,26/10/2024,01/04/2023,31/03/2024,3742816.0,0.0,3742816.0,9405702.0,1050914.48,10456616.48,40.0,647.0,80.0,350.0,501.0,0.0,0.0,0.0,0.0,5600.0,360.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,6116.0,Greater than 75%,Yes,Yes,Mostly,"Yes, Huge Demand",No,27_2717_2717001_2717001025_2024-2025_10_26_2024_12_00_00_AM_0.html.gz,सिणली जागीर,sinli jagir
RAJASTHAN,BANSWARA,KUSHALGARH,घाटा,06/02/2023,12/02/2023,13/02/2023,13/02/2023,01/04/2020,31/03/2022,23575009.0,9766651.16,33341660.16,23575009.0,9766651.0,33341660.0,722.0,1932.0,155.0,190.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Greater than 75%,Yes,Yes,Mostly,"No, people get work when they want it",No,27_2728_2728008_2728008329_2021-2022_2_13_2023_12_00_00_AM_0.html.gz,घाटा,ghata
RAJASTHAN,ALWAR,UMARAIN,अकबरपुर,01/12/2024,06/12/2024,07/12/2024,07/12/2024,01/04/2024,30/09/2024,990372.0,292542.47,1282914.47,0.0,0.0,0.0,22.0,192.0,22.0,192.0,450.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,450.0,Greater than 75%,Yes,Yes,Yes,"Yes, Some Demand",No,27_2706_2706014_2706014443_2024-2025_12_7_2024_12_00_00_AM_0.html.gz,अकबरपुर,akbarpur
RAJASTHAN,ALWAR,MALAKHEDA,महुवा खुर्द,27/12/2024,30/12/2024,31/12/2024,31/12/2024,01/04/2024,30/09/2024,416884.0,0.0,416884.0,0.0,0.0,0.0,14.0,101.0,10.0,85.0,290.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,450.0,Between 50% and 75%,Yes,Yes,Mostly,"Yes, Huge Demand",No,27_2706_2706015_2706014466_2024-2025_12_31_2024_12_00_00_AM_0.html.gz,महुवा खुर्द,mahuwa khurd
RAJASTHAN,AJMER,AJMER RURAL,सेदरिया,08/03/2020,12/03/2020,12/03/2020,12/03/2020,01/04/2019,30/09/2019,3360944.0,754109.49,4115053.49,3360944.0,754109.49,4115053.49,11.0,754.0,3.0,6.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Greater than 75%,Yes,Yes,Mostly,"No, people get work when they want it",No,27_2721_2721010_2721008231_2019-2020_3_12_2020_12_00_00_AM_0.html.gz,सेदरिया,sedariya
RAJASTHAN,BANSWARA,Arethuna,मण्‍डेलापाडा,11/09/2023,16/09/2023,17/09/2023,17/09/2023,01/04/2023,01/04/2023,0.0,0.0,0.0,0.0,0.0,0.0,216.0,863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Greater than 75%,Yes,Yes,Yes,"Yes, Some Demand",No,27_2728_2728011_2728003330_2023-2024_9_17_2023_12_00_00_AM_0.html.gz,मण्‍डेलापाडा,mandelapada
RAJASTHAN,BARMER,Paatodi,साजियालीरूपजी राजाबेरी,02/02/2020,05/02/2020,06/02/2020,16/03/2023,01/04/2019,30/09/2019,4058640.0,1412133.48,5470773.48,4058640.0,1412133.48,5470773.48,245.0,696.0,51.0,89.0,377.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,600.0,Greater than 75%,Yes,Yes,Yes,"Yes, Some Demand",No,27_2717_2717017_2717001035_2019-2020_2_6_2020_12_00_00_AM_0.html.gz,साजियालीरूपजी राजाबेरी,sajiyalirupji rajaberi
RAJASTHAN,BANSWARA,Gagartalai,छालकातलाई,19/02/2024,24/02/2024,25/02/2024,25/02/2024,01/04/2022,31/03/2023,3959897.0,73500.0,4033397.0,3959897.0,73500.0,4033397.0,224.0,526.0,25.0,0.0,200.0,0.0,0.0,0.0,0.0,200.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,350.0,Between 50% and 75%,No,No,Some,"No, people get work when they want it",No,27_2728_2728010_2728006271_2022-2023_2_25_2024_12_00_00_AM_0.html.gz,छालकातलाई,chhalkatalai
RAJASTHAN,AJMER,ARAI,लाम्बा,12/10/2019,17/10/2019,17/10/2019,17/10/2019,01/10/2018,31/03/2019,3693795.0,1562911.92,5256706.92,0.0,0.0,0.0,90.0,1285.0,5.0,20.0,150.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,2250.0,0.0,0.0,0.0,0.0,0.0,4250.0,Greater than 75%,Yes,Yes,Mostly,"Yes, Some Demand",No,27_2721_2721002_2721001012_2017-2018_10_17_2019_12_00_00_AM_0.html.gz,लाम्बा,lamba
RAJASTHAN,BARMER,SHEO,कोटड़ा,01/03/2024,04/03/2024,05/03/2024,05/03/2024,01/04/2022,20/09/2022,3346515.0,906323.15,4252838.15,0.0,0.0,0.0,126.0,401.0,45.0,45.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Greater than 75%,Yes,Yes,Mostly,"Yes, Some Demand",No,27_2717_2717007_2717007310_2022-2023_3_5_2024_12_00_00_AM_0.html.gz,कोटड़ा,kotra
RAJASTHAN,ALWAR,UMARAIN,कस्बा डहरा,11/09/2023,16/09/2023,17/09/2023,17/09/2023,01/04/2022,31/03/2023,1052622.0,0.0,1052622.0,0.0,0.0,0.0,10.0,165.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Greater than 75%,Yes,Yes,Yes,"Yes, Some Demand",No,27_2706_2706014_2706014463_2022-2023_9_17_2023_12_00_00_AM_0.html.gz,कस्बा डहरा,kasba dahra
RAJASTHAN,AJMER,AJMER RURAL,भूडोल,01/03/2020,05/03/2020,05/03/2020,05/03/2020,01/04/2019,30/09/2019,3954312.0,2894231.57,6848543.57,3954312.0,2894231.57,6848543.57,41.0,1348.0,3.0,5.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Greater than 75%,Yes,Yes,Mostly,"No, people get work when they want it",No,27_2721_2721010_2721008224_2019-2020_3_5_2020_12_00_00_AM_0.html.gz,भूडोल,bhudol
RAJASTHAN,BARMER,Ramsar,सेतरा+,23/01/2024,29/01/2024,30/01/2024,30/01/2024,01/04/2020,31/03/2022,34970065.0,15423677.38,50393742.38,34970065.0,15423677.3,50393742.3,600.0,2013.0,353.0,1509.0,258.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,16000.0,0.0,0.0,0.0,0.0,0.0,16200.0,Greater than 75%,Yes,Yes,Yes,"Yes, Some Demand",No,27_2717_2717013_2717002084_2021-2022_1_30_2024_12_00_00_AM_0.html.gz,सेतरा+,setra+
RAJASTHAN,BARMER,PANYLA KLA,पायला खुर्द,18/08/2019,22/08/2019,22/08/2019,22/08/2019,01/10/2018,31/03/2019,3690281.0,1103612.85,4793893.85,0.0,0.0,0.0,246.0,1049.0,16.0,26.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Greater than 75%,Yes,Yes,Mostly,"No, people get work when they want it",No,27_2717_2717022_2717006274_2018-2019_8_22_2019_12_00_00_AM_0.html.gz,पायला खुर्द,payala khurd
RAJASTHAN,BARMER,BARMER,बाड़मेर आगोर,19/06/2023,25/06/2023,26/06/2023,26/06/2023,01/04/2022,31/03/2023,4248789.0,3072131.52,7320920.52,4248789.0,3072131.0,7320920.0,62.0,340.0,59.0,325.0,411.0,50.0,10.0,500.0,0.0,0.0,0.0,0.0,16000.0,50.0,0.0,0.0,0.0,0.0,16610.0,Greater than 75%,Yes,Yes,Yes,"No, people get work when they want it",No,27_2707_2717002_2717002060_2022-2023_6_26_2023_12_00_00_AM_0.html.gz,बाड़मेर आगोर,badmer agor
RAJASTHAN,BANSWARA,BANSWARA,कटियोर,11/12/2023,16/12/2023,17/12/2023,17/12/2023,01/04/2022,31/03/2023,637331.0,470072.0,1107403.0,637331.0,470072.0,1107403.0,60.0,138.0,40.0,138.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Between 50% and 75%,No,Yes,Yes,"Yes, Some Demand",No,27_2728_2728004_2728004167_2022-2023_12_17_2023_12_00_00_AM_0.html.gz,कटियोर,katiyor
RAJASTHAN,ALWAR,RAJGARH,ढिगावडा,05/12/2022,11/12/2022,12/12/2022,12/12/2022,01/04/2020,31/03/2022,9744409.0,5000.0,9749409.0,0.0,0.0,0.0,47.0,1072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9600.0,0.0,0.0,0.0,0.0,0.0,9600.0,Greater than 75%,Yes,Yes,Yes,"Yes, Huge Demand",No,27_2706_2706009_2706009282_2021-2022_12_12_2022_12_00_00_AM_0.html.gz,ढिगावडा,dhigavda
RAJASTHAN,ALWAR,BAHROD,पहाडी,09/08/2024,14/08/2024,16/08/2024,16/08/2024,01/04/2023,31/03/2024,907773.0,93181.0,1000954.0,907773.0,93181.0,1000954.0,12.0,103.0,10.0,98.0,236.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,9150.0,Between 50% and 75%,Yes,Yes,Mostly,"Yes, Some Demand",No,27_2706_2706002_2706002061_2023-2024_8_16_2024_12_00_00_AM_0.html.gz,पहाडी,pahadi
RAJASTHAN,BARAN,MANGROL,मालबमोरी,01/02/2020,06/02/2020,06/02/2020,06/02/2020,01/04/2019,30/09/2019,2621889.0,395651.17,3017540.17,221889.0,395651.0,617540.0,71.0,525.0,23.0,210.0,86.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,600.0,Between 50% and 75%,Yes,Yes,Yes,"Yes, Some Demand",No,27_2731_2731008_2731001016_2019-2020_2_6_2020_12_00_00_AM_0.html.gz,मालबमोरी,malbamori
RAJASTHAN,ALWAR,TIJARA,गहनकर,23/07/2024,28/07/2024,29/07/2024,19/10/2024,01/04/2023,31/03/2024,606128.0,0.0,606128.0,0.0,0.0,0.0,29.0,65.0,29.0,65.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,450.0,Between 50% and 75%,No,Yes,No,"Yes, Some Demand",No,27_2706_2706013_2706013412_2023-2024_7_29_2024_12_00_00_AM_0.html.gz,गहनकर,gahankar
RAJASTHAN,AJMER,Sarwad,गोयला,12/10/2019,17/10/2019,17/10/2019,17/10/2019,01/10/2018,30/03/2019,5025870.0,0.0,5025870.0,5025870.0,0.0,5025870.0,111.0,1282.0,111.0,1282.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Greater than 75%,Yes,Yes,Yes,"No, people get work when they want it",No,27_2721_2721009_2721002063_2018-2019_10_17_2019_12_00_00_AM_0.html.gz,गोयला,goyala
RAJASTHAN,BARMER,Sedwa,सालारिया,20/03/2023,25/03/2023,26/03/2023,26/03/2023,01/04/2020,31/03/2022,41200118.0,15983651.98,57183769.98,41200118.0,15983651.9,57183769.9,722.0,3182.0,115.0,54.0,220.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,14000.0,0.0,0.0,0.0,0.0,0.0,14100.0,Greater than 75%,Yes,Yes,Yes,"No, people get work when they want it",No,27_2717_2717010_2717004186_2021-2022_3_26_2023_12_00_00_AM_0.html.gz,सालारिया,salaria
RAJASTHAN,BANSWARA,GARHI,बोरीं,06/07/2024,10/07/2024,11/07/2024,11/07/2024,01/04/2023,31/03/2024,13817321.0,4494579.48,18311900.48,13817321.0,4494579.48,18311900.48,97.0,1200.0,50.0,450.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Between 50% and 75%,Yes,No,Mostly,"Yes, Some Demand",No,27_2728_2728003_2728003102_2023-2024_7_11_2024_12_00_00_AM_0.html.gz,बोरीं,borin
RAJASTHAN,BARMER,Gadraroad,बालेवा,25/02/2020,01/03/2020,01/03/2020,01/03/2020,01/04/2019,30/09/2019,1811658.0,521476.55,2333134.55,13.0,4.0,17.0,142.0,593.0,32.0,94.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1125.0,0.0,0.0,0.0,0.0,0.0,1125.0,Between 50% and 75%,Yes,Yes,Yes,"Yes, Some Demand",No,27_2717_2717015_2717007307_2019-2020_3_1_2020_12_00_00_AM_0.html.gz,बालेवा,balewa
RAJASTHAN,BANSWARA,KUSHALGARH,बगायचा,09/02/2024,14/02/2024,15/02/2024,15/02/2024,01/04/2022,31/03/2023,7148280.0,2867758.7,10016038.7,7148280.0,2867758.0,10016038.0,142.0,689.0,55.0,60.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Greater than 75%,Yes,Yes,Yes,"Yes, Some Demand",No,27_2728_2728008_2728008333_2022-2023_2_15_2024_12_00_00_AM_0.html.gz,बगायचा,bagaycha
RAJASTHAN,BARAN,KISHANGANJ,लक्ष्मीपुुरा खाखरा,16/02/2020,20/02/2020,20/02/2020,21/02/2020,01/04/2019,30/09/2019,4644030.0,0.0,4644030.0,4644030.0,0.0,4644030.0,163.0,1144.0,10.0,16.0,47.0,0.0,0.0,450.0,0.0,0.0,100.0,0.0,7250.0,0.0,0.0,0.0,0.0,0.0,7800.0,Greater than 75%,Yes,Yes,Yes,"No, people get work when they want it",No Problems,27_2731_2731004_2731004101_2019-2020_2_20_2020_12_00_00_AM_0.html.gz,लक्ष्मीपुुरा खाखरा,lakshmipuraa khakhara
RAJASTHAN,BARMER,SIWANA,पादरू,06/03/2024,09/03/2024,10/03/2024,10/03/2024,01/04/2022,31/03/2023,1820069.0,2697591.3,4517660.3,1820069.0,2697591.3,4517660.3,40.0,305.0,25.0,30.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,0.0,0.0,0.0,0.0,0.0,10500.0,Greater than 75%,Yes,Yes,Yes,"No, people get work when they want it",No,27_2707_2717019_2717008365_2022-2023_3_10_2024_12_00_00_AM_0.html.gz,पादरू,padaru
RAJASTHAN,ALWAR,RAJGARH,श्रीचंदपुरा,13/01/2024,17/01/2024,18/01/2024,18/01/2024,01/04/2022,31/03/2023,3382757.0,664466.19,4047223.19,0.0,0.0,0.0,58.0,426.0,55.0,400.0,350.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,400.0,Between 50% and 75%,Yes,Yes,Yes,"Yes, Huge Demand",No,27_2706_2706009_2706009299_2022-2023_1_18_2024_12_00_00_AM_0.html.gz,श्रीचंदपुरा,shrichandpura
RAJASTHAN,ALWAR,BANSUR,खाेहरी,13/01/2024,17/01/2024,18/01/2024,31/03/2024,01/04/2022,31/03/2023,3265172.0,0.0,3265172.0,0.0,0.0,0.0,21.0,189.0,5.0,150.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16000.0,0.0,0.0,0.0,0.0,0.0,16000.0,Greater than 75%,Yes,Yes,Yes,"Yes, Some Demand",No,27_2706_2706001_2706001025_2022-2023_1_18_2024_12_00_00_AM_0.html.gz,खाेहरी,kohri
RAJASTHAN,BANSWARA,BANSWARA,नवा खेडा,23/02/2020,27/02/2020,27/02/2020,27/02/2020,01/04/2019,30/09/2019,3870417.8,6314223.02,10184640.82,0.0,0.0,0.0,272.0,909.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Between 50% and 75%,Yes,Yes,Yes,"Yes, Some Demand",No,27_2728_2728004_2728004203_2019-2020_2_27_2020_12_00_00_AM_0.html.gz,नवा खेडा,nava kheda
RAJASTHAN,BANSWARA,Arethuna,कुवालिया,17/08/2023,22/08/2023,23/08/2023,23/08/2023,01/04/2023,01/04/2023,0.0,0.0,0.0,0.0,0.0,0.0,108.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Greater than 75%,Yes,Yes,Yes,"Yes, Some Demand",No,27_2728_2728011_2728003329_2023-2024_8_23_2023_12_00_00_AM_0.html.gz,कुवालिया,kuwalia
RAJASTHAN,BARAN,ATRU,ढ‍ोटी,17/08/2023,22/08/2023,23/08/2023,23/08/2023,01/04/2022,31/03/2023,1376817.0,0.0,1376817.0,0.0,0.0,0.0,85.0,137.0,25.0,75.0,225.0,100.0,0.0,300.0,0.0,0.0,200.0,0.0,0.0,150.0,350.0,350.0,200.0,0.0,1650.0,Greater than 75%,Yes,Yes,Yes,"Yes, Some Demand",No,27_2731_2731003_2731003070_2022-2023_8_23_2023_12_00_00_AM_0.html.gz,ढ‍ोटी,dhoti
RAJASTHAN,AJMER,SILORA,हरमाडा,07/11/2022,13/11/2022,14/11/2022,14/11/2022,01/04/2021,31/03/2022,13929743.0,1087711.25,15017454.25,13929743.0,1087711.25,15017454.25,92.0,1214.0,92.0,1214.0,380.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,16000.0,0.0,0.0,0.0,0.0,0.0,16500.0,Between 50% and 75%,No,Yes,No,"No, people get work when they want it",No,27_2721_2721007_2721007262_2021-2022_11_14_2022_12_00_00_AM_0.html.gz,हरमाडा,haramada
RAJASTHAN,BANSWARA,Talwaraa,सुरपुर,08/03/2020,12/03/2020,12/03/2020,12/03/2020,01/04/2019,30/09/2019,5014060.0,225183.98,5239243.98,0.0,0.0,0.0,253.0,785.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Greater than 75%,Yes,Yes,Mostly,"Yes, Some Demand",No,27_2728_2728012_2728004191_2019-2020_3_12_2020_12_00_00_AM_0.html.gz,सुरपुर,surpur
RAJASTHAN,BARMER,Gadraroad,बीजाबल,17/08/2023,22/08/2023,23/08/2023,23/08/2023,01/04/2022,31/03/2023,6853592.0,4200239.17,11053831.17,6853592.0,4200239.17,11053831.17,93.0,527.0,42.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,0.0,0.0,0.0,0.0,0.0,12000.0,Greater than 75%,Yes,Yes,Yes,"Yes, Some Demand",No,27_2717_2717015_2717007305_2022-2023_8_23_2023_12_00_00_AM_0.html.gz,बीजाबल,beejabal
